Computation Time (32 passwords, rockyou32.txt) on all the default algorithms, 3x Common KVM processor, Ubuntu 22.04.4 LTS, Python 3.10.12, 6 GB RAM
Algorithm,Time
Argon2,9.567008501999993
PBKDF2-100k,3.6013421310000098
PBKDF2-600k,20.776189783999996
PBKDF2-1m,34.72116961099999
Scrypt-Mem,21.48776420499999
Scrypt-Balanced,14.022414191999985
Scrypt-CPU,10.91837623799998
SHA-256,0.00017677900001444868
Plaintext,1.3297999998940213e-05
