Computation Time (32 passwords, rockyou32.txt) on PBKDF2 with increasing iterations,6x AMD Ryzen 5 5600G with Radeon Graphics,Ubuntu 22.04.5 LTS,Python 3.10.12,4 GB RAM
Iters,Time(s),MemoryUsage(KB)
10000,0.06759049999999434,0.0
100000,0.6686746999999968,0.0
200000,1.3565326000000368,0.0
400000,2.6780906000000186,0.0
600000,4.0330735,0.0
1000000,6.939755200000036,0.0
2000000,13.447950400000025,0.0
